数据表,,com_report_card_link_config,报告卡链接配置表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,emr_module_permission,病历模块权限表,,,
字段,,operatiion_complications_code5,主要手术操作编码,emr_case_appendix_info_lz,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,patient_id,病人ID,pres_inp_pres_record_transfer,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,etpl_de_script_rlt,病历模板数据元脚本关联表,,,
数据表,,dic_clinic_control_flow_config,临床流程控制,,,
字段,,patient_id,病人ID#|#|,pat_foodbn_disease_svl_mast,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,emr_drg_result_record,DRG结果记录表,,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,submit_dept,提交科室,emr_doctor_custom_diagnosis,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,met_std_schema_dict,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operation_doctor_34,手术操作者34,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,diag_name_31,诊断名称31,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
字段,,apply_sub_no,退费单子序号#|#|,app_refund_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易记录
字段,,charge,应付费用#|#|,app_outp_apply_sheet,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,infection_history,传染病史,emr_dump_admission_record,,健康医疗数据规范-健康状态数据-主诉
字段,,cost,金额#|#|,app_return_drug_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,pat_blacklist_info,病人黑名单记录表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-个人身份信息-住院号;健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,operation_assist_2_28,手术二助28,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,operation_name_2,手术名称2,pres_operation_apply_record,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,event_no,住院号,bill_arrearage_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,profession,职业代码,emr_case_patient_info,健康医疗数据规范-个人属性数据-人口统计信息-职业,
字段,,event_no,住院号,qua_score_task_distribute,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,cost,金额,ins_outp_transfer_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cost,金额#|#|,cha_outp_charge_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dru_drug_io_dept_dist,药品出入库科室分发,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,身份证号码,,employee_2_wyc,健康医疗数据规范-个人属性数据-医护人员信息-身份证号,
字段,,account_dept_code,核算科室代码,com_staff_basic_info,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,account_no,结账号,cha_electronic_bill_used_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
数据表,,emr_nurse_work_arrange_dict,护士班次字典,,,
字段,,in_dept_code,所在科室代码,pat_inp_prepay_remind,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,drug_code,药品代码,app_anesthesia_recycle_record,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,cost,金额,pres_check_pres_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dic_drug_class_dict,药品医学科目码字典,,,
数据表,,por_app_system_dict,门户业务系统字典表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,patient_in_dept_code,病人所在科室,pres_inp_pres_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,diag_code_38,诊断编码38,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,operate_level_code_1,手术等级1,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,operation_anesth_grade_10,手术麻醉分级10,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,cost_accounting_clinic_group,,dic_clinic_group_dict_dupt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,agent_register_code,代理挂号科室,pat_outp_patient_clinic_info,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,dept_code,药房科室代码#|DRU_OUTP_LAY_WINDOW_CONFIG#|,dru_outp_send_drug_pool,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_id,,emr_nursing_io_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,emr_diagnostic_template_details,诊断模板细项表,,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称;健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,acid_result,核酸结果,patient_nurse_accompany_info,,健康医疗数据规范-健康状态数据-检验检查数据
数据表,,ins_except_material_dict,单病种除外材料字典,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,admission_state_3,出院诊断入院病情3,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-入院记录
数据表,,com_bill_tpl_log,票据日志表,,,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
字段,,phone,联系电话,dru_chronic_disease_mailing_record,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
数据表,,ins_out_catalog_item,医保目录外项目,,,
字段,,insur_self_charge,自费费用,ins_settle_information_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,event_no,住院号,emr_case_std_operation_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,make_operator,配药人,mob_pda_dosage_vein_carry_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,person_fundself_charge,灵活就业人员超统筹自付,ins_nuesoft_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,patient_id,病人ID,app_check_quality_control_master,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,creator,创建者,pat_patient_tumor_stage,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,cjp_staff,,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,charge_dept_code,扣费科室#|DIC_DEPT_DICT#|,app_inp_apply_sheet,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,act_role_catalog,工作流角色类别,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,cost,,bil_lay_drug_records,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,old_patient_id,旧系统ID,pat_in_hospital,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operation_level_33,手术操作级别33,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
数据表,,dru_dept_drug_balance_day,科室药品使用日结存记录表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,admission_dept_code,入院科室,emr_medical_record_data_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,emr_nursing_t_point_data,体温单点数据,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-病程记录;健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,emr_case_operation_extend_info,新病案首页手术信息表(21-40条手术),,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-手术记录-手术等级;健康医疗数据规范-医疗应用数据-手术记录-医护人员;健康医疗数据规范-医疗应用数据-手术记录-手术时间;健康医疗数据规范-医疗应用数据-手术记录-手术名称;健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operatiion_complications_code2,主要手术操作编码,emr_case_appendix_info_lz,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,cln_change_type_dict,临床路径变更类型字典,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operation_name_20,手术名称20,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,ls_price_item,,,,
数据表,,fun_initialize_database_tablespaces,初始化数据库表空间,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,register_addr_town,户籍地址-乡（镇、街道办事处）,dm_malignancy_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,admission_condition_code_14,入院病情14,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,derate_cost,,cha_outp_charge_detail_upt,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,com_bill_print_detail,票据打印明细,,,健康医疗数据规范-卫生资源数据-医院运营数据-财务数据
字段,,diag_code_17,诊断编码17,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,report_loss_reason,就诊卡挂失原因,com_card_maintain_record,健康医疗数据规范-个人属性数据-个人身份信息-就诊卡号,
字段,,operation_name_32,手术名称32,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,dru_take_stock_event,药品盘点事件表,,,
字段,,creator,创建人,pat_blacklist_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,com_imp_excel_dict_type,EXCEL导入字典类型表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,now_settle_cost,本期已结算金额,cha_outp_charge_verify_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_code_3,手术编码3,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,com_exam_std_code_comp,检查检验标准项目代码对照表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,breathe,呼吸,emr_nursing_t_point_data,,健康医疗数据规范-医疗应用数据-病程记录
字段,,event_no,住院号#|#|,pres_outp_pres_to_inp,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,main_operate_name,主手术名称,pres_day_operation_guide,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,patient_id,病人ID,app_outp_unclaimed_drug_remind_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,patient_sex,病人性别,pat_triage_record_mid,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,zdcjty,,,,健康医疗数据规范-卫生资源数据-医院运营数据-供应商数据
字段,,last_his_balance,期末医院余额,cha_outp_charge_verify_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operatiion_class3,"主要手术-麻醉分级  主要手术-麻醉分级",emr_case_appendix_info_lz,,健康医疗数据规范-医疗应用数据-麻醉记录
